TEAM,CONF,YEAR,POSTSEASON,SEED,G,W,WIN_PCT,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,TWOP_O,TWOP_D,THREEP_O,THREEP_D,ADJ_T,WAB,WIN_PCT_RANK,ADJOE_RANK,ADJDE_RANK,BARTHAG_RANK,EFG_O_RANK,EFG_D_RANK,TOR_RANK,TORD_RANK,ORB_RANK,DRB_RANK,FTR_RANK,FTRD_RANK,TWOP_O_RANK,TWOP_D_RANK,THREEP_O_RANK,THREEP_D_RANK,ADJ_T_RANK,WAB_RANK
Buffalo,MAC,2017,NA,NA,30,17,0.566666667,103.5,102,0.542,50.7,48.2,19.8,17.5,33.2,29.2,37.3,42.9,51.4,45.8,33,35.1,72.4,-8.3,0.571,0.514,0.635,0.597,0.517,0.786,0.255,0.308,0.848,0.491,0.645,0.092,0.748,0.866,0.248,0.506,0.862,0.5
Central Michigan,MAC,2017,NA,NA,30,16,0.533333333,109.8,117.8,0.3083,51.7,53.5,14.7,15.2,26.7,34,34.6,32.6,48.5,53.9,36.4,35.1,76.3,-10.8,0.502,0.817,0.018,0.302,0.674,0.126,0.986,0.045,0.248,0.937,0.437,0.695,0.394,0.083,0.702,0.506,0.988,0.374
Eastern Michigan,MAC,2017,NA,NA,29,16,0.551724138,105.3,104.4,0.5246,48.8,50.4,17.1,21.5,33.6,35,35.3,50.8,48,50.2,33.6,33.9,69.6,-10.2,0.54,0.614,0.46,0.565,0.314,0.535,0.795,0.928,0.865,0.965,0.511,0.012,0.34,0.4,0.334,0.7,0.488,0.408
Miami OH,MAC,2017,NA,NA,30,11,0.366666667,94.3,105.2,0.2203,48.6,51.4,20.1,20.7,24.9,31.8,37,40,49.8,50.8,30.9,34.8,70,-15.6,0.194,0.068,0.429,0.16,0.291,0.412,0.203,0.868,0.142,0.8,0.617,0.218,0.554,0.352,0.074,0.552,0.571,0.128
Northern Illinois,MAC,2017,NA,NA,29,15,0.517241379,98.8,101.8,0.4121,46.4,50.8,19.5,20.5,33.5,28.1,40.3,39.8,46.6,49.8,30.6,34.9,68.2,-12.1,0.46,0.242,0.649,0.422,0.08,0.475,0.309,0.857,0.86,0.351,0.848,0.229,0.194,0.46,0.054,0.538,0.305,0.288
Ohio,MAC,2017,NA,NA,30,20,0.666666667,105.5,99.4,0.6659,53.2,47.3,17.4,18.1,25.6,27.7,33.7,32.7,50,46.8,38.5,32.1,71.6,-6,0.765,0.634,0.763,0.72,0.828,0.898,0.755,0.428,0.174,0.294,0.348,0.678,0.585,0.795,0.911,0.903,0.791,0.628
Toledo,MAC,2017,NA,NA,33,17,0.515151515,107.8,104.2,0.5969,54.4,51.2,18.5,14.2,29,25.5,38.3,27.2,54.6,52.3,36.1,32.3,68.1,-9.6,0.431,0.728,0.472,0.654,0.908,0.44,0.509,0.005,0.454,0.091,0.751,0.938,0.945,0.186,0.648,0.875,0.282,0.44
Western Michigan,MAC,2017,NA,NA,31,16,0.516129032,105.2,105.1,0.5018,50.9,54,17.6,18.3,31.1,26.5,35,34.2,48.2,53.9,38.3,36.1,69.3,-9.2,0.44,0.597,0.435,0.531,0.537,0.1,0.723,0.448,0.697,0.162,0.485,0.558,0.36,0.083,0.891,0.338,0.445,0.457
Bethune Cookman,MEAC,2017,NA,NA,30,10,0.333333333,95.2,113.9,0.1138,46.8,53.1,17.7,19.6,31.1,35.6,28.2,40,45.9,54.7,32.3,33.6,69.6,-18.7,0.162,0.097,0.06,0.045,0.105,0.178,0.703,0.7,0.697,0.98,0.062,0.218,0.148,0.046,0.16,0.746,0.488,0.04
Coppin St.,MEAC,2017,NA,NA,30,8,0.266666667,91.7,116.6,0.0593,43.9,54.4,19.1,18.9,28,33.1,40,40,41.7,55,31.7,35.6,70,-17.8,0.071,0.034,0.032,0.017,0.02,0.08,0.378,0.56,0.374,0.917,0.831,0.218,0.005,0.038,0.102,0.438,0.571,0.062
Delaware St.,MEAC,2017,NA,NA,30,10,0.333333333,93.9,113.5,0.1015,47.8,52.3,19.6,20.3,28.5,37.2,30.1,39.1,44.7,52.6,35.1,34.7,67.3,-17.4,0.162,0.062,0.069,0.04,0.188,0.289,0.289,0.825,0.42,0.997,0.142,0.283,0.071,0.158,0.522,0.578,0.217,0.074
Florida A&M,MEAC,2017,NA,NA,28,7,0.25,92.3,116.7,0.0632,46.5,53.2,18.5,18.9,26.3,34.7,37.6,33.9,44.7,52.5,33.9,36.1,71.2,-20.2,0.057,0.048,0.029,0.022,0.085,0.158,0.509,0.56,0.214,0.957,0.682,0.58,0.071,0.172,0.36,0.338,0.754,0.014
Hampton,MEAC,2017,NA,NA,29,14,0.482758621,92,106.6,0.1552,46.1,49.6,19.6,19.9,30.6,29.3,33.4,42.7,45,47.5,32.2,35.6,69.5,-12.5,0.357,0.037,0.349,0.08,0.074,0.655,0.289,0.757,0.654,0.5,0.322,0.098,0.088,0.735,0.154,0.438,0.468,0.277
Howard,MEAC,2017,NA,NA,32,10,0.3125,90,109.1,0.0981,43.4,49.7,21.5,18.2,32.3,33.3,43.4,35.8,43.3,47.2,29,36,68.7,-18,0.137,0.011,0.218,0.031,0.017,0.638,0.075,0.434,0.797,0.92,0.971,0.455,0.031,0.76,0.011,0.358,0.371,0.051
Maryland Eastern Shore,MEAC,2017,NA,NA,32,14,0.4375,96.4,112.7,0.1423,48.4,52.8,18,19.3,27.1,33.7,32.5,40.9,46.5,52.2,34.4,35.9,69.8,-13.7,0.285,0.131,0.089,0.071,0.262,0.22,0.635,0.625,0.277,0.928,0.251,0.172,0.185,0.209,0.44,0.375,0.537,0.208
Morgan St.,MEAC,2017,NA,NA,29,14,0.482758621,91.6,105.6,0.1634,42.5,48.9,19.8,20.1,34.8,31.2,37.8,41.5,42,51.7,29.2,28.9,69.2,-13.1,0.357,0.031,0.398,0.094,0.008,0.726,0.255,0.785,0.922,0.728,0.705,0.146,0.014,0.275,0.014,1,0.428,0.242
Norfolk St.,MEAC,2017,NA,NA,32,17,0.53125,93.5,105.3,0.2027,47.4,48,20.5,16.7,29.7,28.9,38,38.4,46.1,45.4,33.2,34.7,69.8,-10.9,0.482,0.06,0.423,0.131,0.137,0.82,0.135,0.18,0.551,0.46,0.717,0.329,0.16,0.909,0.268,0.578,0.537,0.365
North Carolina A&T,MEAC,2017,NA,NA,30,3,0.1,95.2,124,0.0458,47.6,53.1,21.7,14.3,31.8,32.9,33.4,38.9,47.3,50.1,32.2,38.3,64.6,-25.2,0.002,0.097,0,0.008,0.168,0.178,0.066,0.011,0.768,0.9,0.322,0.298,0.257,0.412,0.154,0.078,0.04,0
Savannah St.,MEAC,2017,NA,NA,27,13,0.481481481,99,113.9,0.1657,49.5,52.9,17.8,19.3,27.6,35.8,32.3,31.7,52,55.9,31.8,32.6,83.3,-11,0.351,0.26,0.06,0.097,0.374,0.203,0.692,0.625,0.348,0.982,0.24,0.763,0.814,0.026,0.12,0.84,1,0.357
South Carolina St.,MEAC,2017,NA,NA,29,11,0.379310345,98,118.7,0.0995,47.4,54.3,18,17.6,28.1,35.8,30.4,39.1,47.1,55.7,32,34.4,69.4,-13.1,0.202,0.211,0.009,0.037,0.137,0.092,0.635,0.34,0.385,0.982,0.151,0.283,0.24,0.032,0.134,0.629,0.457,0.242
Bradley,MVC,2017,NA,NA,32,13,0.40625,96.5,102.1,0.3409,48.5,48.9,21.9,18.4,26.3,29.4,42.1,40.9,46.1,46.8,35.3,34.7,69,-11.2,0.237,0.134,0.629,0.348,0.277,0.726,0.055,0.477,0.214,0.514,0.922,0.172,0.16,0.795,0.554,0.578,0.394,0.345
Drake,MVC,2017,NA,NA,29,7,0.24137931,102.6,110,0.3099,48.1,53.1,17.6,17.6,26.8,31.5,29.1,30.7,45.3,52,34.6,36.8,71,-15.8,0.051,0.462,0.166,0.305,0.211,0.178,0.723,0.34,0.251,0.782,0.085,0.815,0.108,0.243,0.465,0.229,0.722,0.12
Evansville,MVC,2017,NA,NA,31,16,0.516129032,105.9,102.2,0.6012,48.8,49.6,17.9,18.5,27.1,27.1,45.8,40.9,47.2,47.9,36.9,34.9,68,-8.9,0.44,0.657,0.626,0.662,0.314,0.655,0.669,0.494,0.277,0.217,0.997,0.172,0.251,0.672,0.754,0.538,0.271,0.471
Illinois St.,MVC,2017,NA,NA,34,28,0.823529412,107.5,92.2,0.8529,51.4,44,18.6,19,30.4,28.5,29.9,32.6,48.6,41.1,37,32.5,66.2,1.8,0.948,0.717,0.96,0.885,0.617,0.989,0.486,0.574,0.622,0.4,0.131,0.695,0.422,0.992,0.765,0.855,0.12,0.9
Indiana St.,MVC,2017,NA,NA,30,11,0.366666667,98.4,100.5,0.4415,47.8,47.9,17.8,17.8,22.4,29.3,30.8,42.8,45.8,44.2,33.9,37.3,71.1,-11.8,0.194,0.231,0.712,0.445,0.188,0.835,0.692,0.382,0.06,0.5,0.174,0.095,0.145,0.949,0.36,0.166,0.742,0.314
Loyola Chicago,MVC,2017,NA,NA,30,18,0.6,107.3,100.9,0.6691,55.3,51.8,17.3,20.9,20.6,25.8,30.8,33.5,53.5,49.6,38.9,37.3,67.1,-7.2,0.628,0.711,0.689,0.728,0.942,0.378,0.772,0.882,0.022,0.111,0.174,0.623,0.908,0.498,0.937,0.166,0.177,0.56
Missouri St.,MVC,2017,NA,NA,32,17,0.53125,108.5,105.3,0.5859,51,50.4,18.4,16.2,32.9,24.6,33.8,33,48.8,49.2,36.2,35,67.4,-8.5,0.482,0.762,0.423,0.637,0.548,0.535,0.549,0.117,0.825,0.045,0.354,0.666,0.442,0.54,0.674,0.518,0.22,0.494
Northern Iowa,MVC,2017,NA,NA,29,14,0.482758621,96.8,96.6,0.5052,46.7,50.5,17.3,20.9,17.7,28.3,34.2,26,45.3,47.6,32.3,36.8,64.7,-6.8,0.357,0.157,0.852,0.54,0.094,0.515,0.772,0.882,0.002,0.377,0.388,0.972,0.108,0.715,0.16,0.229,0.045,0.588
Southern Illinois,MVC,2017,NA,NA,32,17,0.53125,102.1,103.1,0.4711,47.7,52.2,17.6,20.3,29.5,31.4,35.4,33.6,47.9,48.2,31.6,39.4,66.8,-7.2,0.482,0.431,0.535,0.494,0.177,0.32,0.723,0.825,0.52,0.762,0.517,0.606,0.325,0.649,0.091,0.043,0.148,0.56
Air Force,MWC,2017,NA,NA,31,12,0.387096774,103.1,107.3,0.3854,49.8,54.6,17.9,17.5,26.5,24.6,37.4,32.6,47,54.4,36.2,36.6,68.4,-14.1,0.217,0.494,0.315,0.4,0.417,0.066,0.669,0.308,0.234,0.045,0.662,0.695,0.222,0.052,0.674,0.246,0.334,0.188
Boise St.,MWC,2017,NA,NA,31,20,0.64516129,109.1,101.4,0.6986,51.8,48.3,17.9,16.6,27.7,26.5,40.5,41.9,51.5,47.1,34.8,34.2,70.5,-3.2,0.731,0.794,0.666,0.76,0.688,0.783,0.669,0.154,0.354,0.162,0.862,0.126,0.757,0.772,0.5,0.663,0.677,0.751
Colorado St.,MWC,2017,NA,NA,34,24,0.705882353,108.3,100.2,0.7076,48.3,46.8,16.1,16.9,31.3,28.8,38.2,31.8,46.6,46.6,34.1,31.4,67.8,-2.8,0.834,0.748,0.726,0.762,0.242,0.915,0.918,0.211,0.725,0.448,0.745,0.76,0.194,0.818,0.382,0.938,0.254,0.762
Fresno St.,MWC,2017,NA,NA,31,20,0.64516129,103.5,96.8,0.6844,50.8,48.5,18.8,20.6,27.2,27.5,40.5,46.2,49.5,47.2,35.6,33.6,69.8,-3.9,0.731,0.514,0.843,0.742,0.522,0.769,0.435,0.862,0.302,0.271,0.862,0.043,0.528,0.76,0.585,0.746,0.537,0.731
New Mexico,MWC,2017,NA,NA,31,17,0.548387097,105.2,100.7,0.6232,50.2,50.6,18.4,19,27,27.8,46,37.7,50.7,47.5,32.7,36.9,70.4,-5.4,0.534,0.597,0.698,0.685,0.457,0.503,0.549,0.574,0.271,0.308,1,0.369,0.671,0.735,0.217,0.209,0.668,0.668
San Diego St.,MWC,2017,NA,NA,32,19,0.59375,103.2,93.4,0.7587,47.5,44.8,17.5,19,30.5,29.1,35.3,32.4,47.5,42.9,31.6,32.1,66.1,-6,0.62,0.502,0.94,0.794,0.157,0.98,0.738,0.574,0.642,0.48,0.511,0.703,0.274,0.978,0.091,0.903,0.111,0.628
San Jose St.,MWC,2017,NA,NA,28,14,0.5,99.7,104,0.3794,48.6,51.8,18.2,18.9,24.9,26.1,36.1,40.3,47.7,52,33.7,34.3,72.1,-9,0.385,0.288,0.486,0.388,0.291,0.378,0.598,0.56,0.142,0.128,0.551,0.192,0.294,0.243,0.342,0.649,0.84,0.465
UNLV,MWC,2017,NA,NA,32,11,0.34375,97.4,104.1,0.3186,45.1,51.6,18,16.5,28.9,27.5,37.5,28.6,43.5,48.9,32,37.8,70.1,-12.6,0.171,0.182,0.48,0.322,0.042,0.392,0.635,0.14,0.44,0.271,0.674,0.898,0.034,0.578,0.134,0.126,0.614,0.268
Utah St.,MWC,2017,NA,NA,30,15,0.5,105.7,103.2,0.5663,52.5,49.2,18.2,15.8,24.9,26.8,35.1,33.7,50,47.7,38,34.5,68.1,-9.2,0.385,0.645,0.523,0.611,0.771,0.68,0.598,0.082,0.142,0.182,0.5,0.6,0.585,0.698,0.865,0.615,0.282,0.457
Wyoming,MWC,2017,NA,NA,36,23,0.638888889,104.4,101.4,0.5851,51.6,46.2,17.7,16.2,22.7,27.7,37.5,39.4,50.7,45.7,35.1,31.4,74.2,-7.5,0.722,0.562,0.666,0.634,0.654,0.932,0.703,0.117,0.062,0.294,0.674,0.258,0.671,0.883,0.522,0.938,0.957,0.545
Bryant,NEC,2017,NA,NA,31,12,0.387096774,100.1,111.6,0.2223,49.7,51.5,18.8,17.6,29.2,30.6,32.8,37.4,49.2,52.1,33.7,33.6,70.5,-14.7,0.217,0.32,0.118,0.174,0.394,0.403,0.435,0.34,0.482,0.668,0.271,0.372,0.485,0.226,0.342,0.746,0.677,0.162
Central Connecticut,NEC,2017,NA,NA,29,6,0.206896552,92.5,113.3,0.089,46.7,54,21.2,20.2,31.5,32.5,33.3,34.6,44.6,52.2,35.1,38,66.5,-19.6,0.025,0.054,0.072,0.028,0.094,0.1,0.089,0.808,0.737,0.877,0.311,0.535,0.065,0.209,0.522,0.1,0.137,0.022
Fairleigh Dickinson,NEC,2017,NA,NA,29,11,0.379310345,101.3,111,0.2584,49.5,51.8,18.9,19.4,27.4,34.2,36.1,44,49.8,51.9,32.7,34.4,70.6,-13.9,0.202,0.382,0.135,0.222,0.374,0.378,0.409,0.651,0.328,0.945,0.551,0.075,0.554,0.249,0.217,0.629,0.688,0.194
LIU Brooklyn,NEC,2017,NA,NA,31,20,0.64516129,99.3,106.7,0.3027,48.5,49.5,20.9,19.5,36.4,28.9,38.8,37.1,47,47.6,34.8,35.4,68.3,-8.7,0.731,0.262,0.343,0.288,0.277,0.663,0.095,0.671,0.96,0.46,0.78,0.389,0.222,0.715,0.5,0.463,0.32,0.485
Robert Morris,NEC,2017,NA,NA,33,14,0.424242424,91.5,99,0.2879,45.1,48.4,21.5,23.7,29.3,31.3,41.3,42.5,43.8,50,31.9,29.8,70.2,-13.5,0.271,0.028,0.772,0.26,0.042,0.775,0.075,0.982,0.491,0.751,0.908,0.109,0.042,0.435,0.131,0.986,0.637,0.222
Sacred Heart,NEC,2017,NA,NA,32,13,0.40625,97.2,108.4,0.2221,49.5,52.8,22,19.5,30.9,27.1,35,33.3,49.2,50.5,33.5,37.9,72.7,-15.1,0.237,0.174,0.246,0.171,0.374,0.22,0.046,0.671,0.685,0.217,0.485,0.643,0.485,0.378,0.317,0.106,0.88,0.151
St. Francis NY,NEC,2017,NA,NA,30,4,0.133333333,86.7,111.6,0.0519,41,52.7,17.4,20,27.9,33.4,31.8,46.9,40.1,52.2,28.2,36,68.5,-22.5,0.005,0.002,0.118,0.014,0,0.235,0.755,0.768,0.368,0.925,0.217,0.038,0,0.209,0.005,0.358,0.342,0.008
St. Francis PA,NEC,2017,NA,NA,33,17,0.515151515,101.5,109.1,0.3027,52.8,50.4,20.7,18.7,29.7,32.4,29.6,23.9,50.4,47.3,38.1,36.9,71.4,-11.9,0.431,0.397,0.218,0.288,0.811,0.535,0.12,0.537,0.551,0.857,0.117,0.992,0.637,0.749,0.874,0.209,0.762,0.305
Wagner,NEC,2017,NA,NA,29,16,0.551724138,99.8,107.6,0.2955,47.6,47.6,21.4,18.5,40.1,30.9,34.7,38.9,47.1,46,32.5,33.5,64.4,-10.7,0.54,0.3,0.28,0.277,0.168,0.866,0.083,0.494,0.997,0.702,0.46,0.298,0.24,0.855,0.188,0.749,0.034,0.385
Austin Peay,OVC,2017,NA,NA,28,11,0.392857143,104.5,116.9,0.2169,52.4,56.4,17.3,17.6,24.2,35.8,41,29.5,52.2,56.9,35.2,37,71.3,-13.8,0.222,0.574,0.026,0.154,0.751,0.026,0.772,0.34,0.091,0.982,0.891,0.858,0.84,0.009,0.542,0.192,0.76,0.2
Belmont,OVC,2017,NA,NA,29,23,0.793103448,108.8,103.3,0.6455,55.7,48.3,18.4,16,25.6,25,29.4,31.9,60.9,48.6,34.1,31.8,69.5,-0.7,0.925,0.777,0.518,0.702,0.957,0.783,0.549,0.102,0.174,0.068,0.097,0.752,1,0.603,0.382,0.915,0.468,0.834
Eastern Illinois,OVC,2017,NA,NA,27,14,0.518518519,99.7,103.7,0.387,47.8,49.7,17.5,21,29.5,32.4,26.9,39.3,43.5,47.6,36.6,35.9,70.1,-11.5,0.465,0.288,0.503,0.402,0.188,0.638,0.738,0.902,0.52,0.857,0.028,0.263,0.034,0.715,0.72,0.375,0.614,0.337
Eastern Kentucky,OVC,2017,NA,NA,29,12,0.413793103,98.2,106.4,0.2844,49.4,51.4,19.8,19.2,25.2,32.9,37.4,40.5,50.1,49.8,32.3,36.2,69.1,-13.3,0.248,0.225,0.366,0.251,0.365,0.412,0.255,0.611,0.16,0.9,0.662,0.183,0.6,0.46,0.16,0.309,0.414,0.228
Morehead St.,OVC,2017,NA,NA,28,14,0.5,105.2,108.3,0.4179,51,55.1,18.5,19.4,35.2,28.1,28.8,42.1,48,51.8,38.7,40.2,69.8,-10.3,0.385,0.597,0.249,0.431,0.548,0.055,0.509,0.651,0.931,0.351,0.074,0.123,0.34,0.263,0.925,0.018,0.537,0.402
Murray St.,OVC,2017,NA,NA,31,16,0.516129032,105.4,110,0.3803,50.8,52.1,16.9,17.9,31.8,29.6,34.9,38.5,48.5,51,36.1,35.9,70,-12,0.44,0.625,0.166,0.394,0.522,0.332,0.832,0.397,0.768,0.548,0.471,0.326,0.394,0.335,0.648,0.375,0.571,0.294
SIU Edwardsville,OVC,2017,NA,NA,28,6,0.214285714,94.6,108.7,0.168,45,52.7,20.3,18.3,31.6,28.5,45.7,44.9,45.5,54,29.2,33.2,70.9,-18,0.031,0.074,0.238,0.102,0.037,0.235,0.178,0.448,0.742,0.4,0.994,0.052,0.125,0.078,0.014,0.783,0.708,0.051
Southeast Missouri St.,OVC,2017,NA,NA,31,15,0.483870968,101.7,108.7,0.3161,51.4,55.3,17.6,21.9,24.7,30.1,35.1,39,49,55.3,36.8,36.9,69.8,-13,0.371,0.417,0.238,0.317,0.617,0.043,0.723,0.942,0.125,0.614,0.5,0.286,0.457,0.035,0.745,0.209,0.537,0.251
Tennessee Martin,OVC,2017,NA,NA,33,22,0.666666667,105.2,110.3,0.368,52.7,52.6,21.6,19,37.4,32.4,34.3,31.1,53.2,52.8,34.7,35,69.2,-6.7,0.765,0.597,0.152,0.374,0.794,0.252,0.069,0.574,0.977,0.857,0.397,0.795,0.891,0.14,0.48,0.518,0.428,0.6
Tennessee St.,OVC,2017,NA,NA,28,17,0.607142857,99.3,98.2,0.5326,48.7,48.5,21.7,21.4,34.2,28,39.5,48.7,48.3,45.4,33.1,35,68.5,-7.2,0.651,0.262,0.806,0.58,0.3,0.769,0.066,0.92,0.902,0.331,0.802,0.02,0.38,0.909,0.26,0.518,0.342,0.56
Tennessee Tech,OVC,2017,NA,NA,30,12,0.4,97.6,107,0.2568,48.1,51.5,19.2,20.4,29,30.1,38.5,39.7,47.7,51.1,32.5,34.7,69.7,-14.6,0.228,0.2,0.329,0.22,0.211,0.403,0.366,0.848,0.454,0.614,0.768,0.238,0.294,0.318,0.188,0.578,0.517,0.174
Arizona St.,P12,2017,NA,NA,33,15,0.454545455,110.9,107,0.6007,51.4,55.4,14.3,18.3,24.4,32.2,31.9,29.9,48.7,55.9,36.6,36.4,71.7,-6.3,0.3,0.834,0.329,0.66,0.617,0.04,0.989,0.448,0.108,0.828,0.22,0.852,0.431,0.026,0.72,0.269,0.802,0.611
California,P12,2017,NA,NA,34,21,0.617647059,103.5,92.5,0.7833,48.1,45.3,18.7,16.6,32.9,24,37.7,34.1,46.6,43.4,34,32.8,67,-0.9,0.662,0.514,0.955,0.811,0.211,0.969,0.458,0.154,0.825,0.011,0.691,0.563,0.194,0.969,0.38,0.82,0.16,0.828
Colorado,P12,2017,NA,NA,33,19,0.575757576,111.5,102.2,0.7317,50.9,50.3,17.4,17.2,33,28.3,37.5,33.9,49.9,47.3,35.1,36.8,69.3,-3.8,0.582,0.854,0.626,0.774,0.537,0.555,0.755,0.251,0.831,0.377,0.674,0.58,0.571,0.749,0.522,0.229,0.445,0.734
Oregon St.,P12,2017,NA,NA,31,5,0.161290323,96.1,104.2,0.2842,48.2,51.3,23,17.5,26.9,32.3,34.3,39.6,46.3,50,34.6,35.7,66.3,-16.7,0.008,0.125,0.472,0.248,0.231,0.423,0.018,0.308,0.26,0.842,0.397,0.249,0.174,0.435,0.465,0.406,0.125,0.091
Stanford,P12,2017,NA,NA,30,14,0.466666667,104,98.1,0.663,48.3,52.7,18.6,20.6,29.6,27.2,37.3,38.2,48.2,49.1,32.3,38.8,69.8,-5.2,0.317,0.542,0.815,0.714,0.242,0.235,0.486,0.862,0.54,0.234,0.645,0.346,0.36,0.549,0.16,0.063,0.537,0.68
Utah,P12,2017,NA,NA,30,20,0.666666667,112.4,98.8,0.8163,56.2,49.1,19.2,17,30.9,24.5,33.1,31.2,57.4,46.9,36,35.6,69.8,-2.3,0.765,0.874,0.778,0.851,0.971,0.692,0.366,0.225,0.685,0.034,0.3,0.789,0.991,0.78,0.642,0.438,0.537,0.774
Washington,P12,2017,NA,NA,31,9,0.290322581,105.9,105.4,0.5131,50.6,52.8,18.8,16.4,34.9,31.4,30.8,34.7,49.4,49.6,35.4,39.9,72.6,-10.9,0.102,0.657,0.412,0.557,0.508,0.22,0.435,0.134,0.925,0.762,0.174,0.529,0.511,0.498,0.565,0.026,0.877,0.365
Washington St.,P12,2017,NA,NA,30,13,0.433333333,103.8,104.1,0.4924,52,52.8,18.1,14.7,20,28.5,27.2,27.9,50.6,52.6,36.6,35.4,69,-7.9,0.28,0.531,0.48,0.514,0.702,0.22,0.612,0.028,0.014,0.4,0.031,0.918,0.662,0.158,0.72,0.463,0.394,0.528
American,Pat,2017,NA,NA,30,8,0.266666667,94.7,107.6,0.1874,50.3,52.5,20.2,20.2,21.7,28,30.7,41.4,51.7,51.4,31.8,36.6,66,-16.4,0.071,0.08,0.28,0.117,0.477,0.263,0.189,0.808,0.042,0.331,0.165,0.149,0.78,0.289,0.12,0.246,0.108,0.1
Army,Pat,2017,NA,NA,31,13,0.419354839,97.1,104.3,0.3065,51.5,50.3,20.6,17.3,26.4,24,28,33.7,50.7,50.1,35.1,33.8,72.7,-13.6,0.254,0.162,0.463,0.3,0.645,0.555,0.129,0.271,0.228,0.011,0.06,0.6,0.671,0.412,0.522,0.718,0.88,0.214
Boston University,Pat,2017,NA,NA,31,18,0.580645161,100.9,102.9,0.4427,51.2,50.5,20.2,20.7,28.1,28.5,33.4,37.2,50,47.5,35.3,36.5,71.1,-8.9,0.591,0.374,0.549,0.454,0.577,0.515,0.189,0.868,0.385,0.4,0.322,0.383,0.585,0.735,0.554,0.255,0.742,0.471
Colgate,Pat,2017,NA,NA,31,10,0.322580645,97.2,107.5,0.2401,51.4,52.5,22,17.3,24.8,25.3,33.4,38.6,49.4,50,36.1,37.6,66.5,-16.3,0.151,0.174,0.298,0.194,0.617,0.263,0.046,0.271,0.137,0.08,0.322,0.318,0.511,0.435,0.648,0.14,0.137,0.102
Holy Cross,Pat,2017,NA,NA,32,15,0.46875,97.4,102.3,0.3643,50.4,53.3,17.8,25.7,19.4,32.4,34.4,30.4,49.3,54.9,34.5,34.3,61.6,-10.8,0.331,0.182,0.609,0.368,0.485,0.138,0.692,0.997,0.011,0.857,0.417,0.832,0.502,0.04,0.454,0.649,0.005,0.374
Lafayette,Pat,2017,NA,NA,29,9,0.310344828,95.2,111.9,0.134,49.1,54.5,20.7,18.2,20,29.1,29.4,30.4,49.2,52.2,32.6,38.4,71,-15.9,0.131,0.097,0.106,0.065,0.34,0.072,0.12,0.434,0.014,0.48,0.097,0.832,0.485,0.209,0.208,0.075,0.722,0.117
Lehigh,Pat,2017,NA,NA,31,20,0.64516129,105.9,102.5,0.5942,55.4,50.2,19.8,18.6,23.2,24.1,32,28.1,53.4,49,39.2,34.8,71,-6.2,0.731,0.657,0.58,0.651,0.951,0.563,0.255,0.514,0.071,0.017,0.228,0.909,0.905,0.56,0.954,0.552,0.722,0.62
Loyola MD,Pat,2017,NA,NA,32,16,0.5,97.1,103.7,0.3209,46.7,52.2,22,21.3,33,28,39.2,35.9,45.3,53.2,33.2,33.4,67.2,-10.6,0.385,0.162,0.503,0.325,0.094,0.32,0.046,0.917,0.831,0.331,0.791,0.452,0.108,0.123,0.268,0.758,0.194,0.391
Navy,Pat,2017,NA,NA,31,16,0.516129032,98.5,102,0.4023,47.8,53,21.9,23.8,36.9,26.2,35.9,38.9,49,52.5,30.6,35.8,65.5,-11.2,0.44,0.237,0.635,0.414,0.188,0.189,0.055,0.985,0.968,0.134,0.54,0.298,0.457,0.172,0.054,0.392,0.077,0.345
Appalachian St.,SB,2017,NA,NA,28,9,0.321428571,99.3,107.5,0.2859,47.4,52.8,19.4,16.9,28.9,27.2,37.1,44.8,46.3,50.5,32.7,39,71.7,-14.8,0.148,0.262,0.298,0.257,0.137,0.22,0.32,0.211,0.44,0.234,0.625,0.055,0.174,0.378,0.217,0.055,0.802,0.16
Arkansas St.,SB,2017,NA,NA,31,20,0.64516129,104.9,102.4,0.5673,51.9,49.2,18.6,18.8,31,27.5,41.5,41.8,49.7,49.8,37.7,32,68.7,-5.7,0.731,0.585,0.592,0.617,0.694,0.68,0.486,0.551,0.691,0.271,0.914,0.132,0.548,0.46,0.84,0.906,0.371,0.648
Coastal Carolina,SB,2017,NA,NA,37,20,0.540540541,100.4,104.9,0.3749,48.5,50.3,18.1,16.6,30.5,26.9,29.2,32.6,48,49.7,32.7,33.9,69.9,-10.3,0.522,0.334,0.443,0.38,0.277,0.555,0.612,0.154,0.642,0.194,0.091,0.695,0.34,0.475,0.217,0.7,0.562,0.402
Georgia Southern,SB,2017,NA,NA,31,18,0.580645161,104.4,106.5,0.4424,51.5,51.3,17,18.7,25.2,33,39.9,34.7,49.2,51.4,36.3,34.1,69.7,-8,0.591,0.562,0.36,0.451,0.645,0.423,0.812,0.537,0.16,0.908,0.817,0.529,0.485,0.289,0.688,0.678,0.517,0.522
Georgia St.,SB,2017,NA,NA,31,20,0.64516129,103,99.8,0.5883,53,49,20,19.8,29.9,29.1,33.9,40,53.3,49.4,35,32.4,69.6,-5.9,0.731,0.488,0.743,0.642,0.82,0.715,0.212,0.742,0.577,0.48,0.362,0.218,0.894,0.523,0.52,0.869,0.488,0.637
